Age,Make,Type,Miles,Price
10,Toyota,1,58565,5321.42
6,Ford,2,2967,9821.66
7,Ford,2,18485,2179.98
5,BMW,2,12183,14388.11
3,Ford,1,79485,20743.36
5,BMW,1,16630,33331.28
2,Toyota,2,36202,2253.51
5,Ford,2,68037,2225.08
6,BMW,3,80698,43087.96
7,Ford,2,32474,10169.19
3,Ford,1,71369,22106.34
1,Toyota,2,27907,12260.29
1,BMW,2,77311,7267.47
3,Ford,2,93097,4793.59
4,Ford,2,83512,2540.31
7,Ford,2,42746,3769.71
5,Ford,3,34621,8623.70
7,Ford,2,92884,2771.77
2,Toyota,2,96531,12240.52
6,Ford,2,82742,5370.72
2,BMW,1,48009,259914.30
8,Ford,3,92857,3439.84
9,BMW,2,89153,3007.49
4,Ford,2,54373,5921.29
4,Ford,3,71756,4556.41
8,BMW,1,80428,27164.58
2,Ford,2,31435,8216.54
1,Ford,3,86100,3709.32
2,Ford,2,20041,12377.53
3,Ford,3,52528,12696.04
10,Ford,2,49628,2363.63
4,BMW,2,23348,68082.05
9,Toyota,1,11296,71901.09
3,Toyota,1,81681,36248.05
10,Toyota,1,62052,4717.78
1,Ford,1,11827,13576.29
6,Ford,1,42192,4035.33
5,Toyota,2,69436,11274.57
9,Toyota,1,35657,8648.59
3,Ford,3,26785,17511.42
9,Ford,1,57735,1381.05
5,Ford,2,60942,2513.56
6,BMW,3,88851,29094.44
9,BMW,2,65578,2040.29
10,Toyota,3,50262,7307.16
6,Ford,2,7075,23458.40
10,Ford,2,9719,21946.40
4,Ford,1,58594,4062.14
1,Toyota,1,93563,23666.06
4,Toyota,2,15923,30686.56
4,Ford,2,74416,1905.80
9,BMW,2,70261,2364.27
3,BMW,3,7072,40580.66
6,Ford,2,84915,2946.35
8,Toyota,1,97444,174240.60
2,BMW,2,72417,10446.73
8,Ford,3,22710,6732.45
6,BMW,1,68060,3436.29
8,Ford,2,71538,3187.63
10,Ford,1,98275,18407.50
2,BMW,2,72932,3534.44
2,Toyota,2,78642,11391.56
10,BMW,3,97183,5253.74
5,BMW,2,42155,4493.65
7,Ford,2,62479,16389.32
6,Ford,1,31803,4648.58
7,Ford,2,36140,7787.78
4,Toyota,1,33893,12798.38
6,Ford,2,60683,3409.67
3,BMW,2,54893,24505.99
7,Ford,2,97640,968.12
3,Toyota,2,90506,7587.02
7,Toyota,2,27373,13881.25
9,Ford,1,10821,37025.48
7,Ford,2,48426,5494.34
4,Ford,2,83025,3424.62
9,Toyota,2,55687,4149.66
6,Ford,3,78866,1947.94
5,Ford,2,95677,2587.73
3,Toyota,1,71575,29700.19
1,Toyota,1,96759,8816.02
10,Ford,3,15784,11318.38
9,Ford,2,1581,21611.80
7,Toyota,3,87944,7098.91
10,BMW,2,54424,17696.96
9,Ford,2,80829,4043.30
1,Ford,2,79371,4237.40
10,Ford,1,41602,4961.09
1,Ford,3,50204,6227.57
9,Ford,2,59915,4587.89
6,BMW,1,23869,18693.00
8,BMW,3,13532,29752.64
4,Toyota,2,54860,16786.15
5,Ford,2,86422,2918.69
2,Ford,2,55851,6415.21
10,Ford,1,89141,1789.04
10,Ford,2,72155,1808.42
6,Ford,1,90809,10621.80
8,BMW,2,22391,7174.46
4,BMW,3,61377,11715.27
2,Ford,1,70503,15300.45
6,BMW,3,29173,30199.32
5,Toyota,3,51774,34980.22
7,Ford,2,30902,2687.54
10,Ford,3,68880,1664.77
8,Ford,2,8333,6590.91
4,Toyota,2,74753,9168.63
9,Toyota,1,66896,20293.11
4,Ford,2,75753,20291.02
3,Toyota,2,40972,16181.69
9,Toyota,3,67752,4054.59
5,Ford,2,19180,9938.15
4,Ford,2,75394,2919.50
2,Ford,1,29511,4943.55
9,Ford,2,8115,2950.73
6,Ford,3,76982,2897.26
9,Ford,2,38806,1530.66
5,Ford,2,94158,10222.70
5,Ford,2,13246,15895.95
8,Ford,2,82127,6087.90
7,Ford,2,99696,1542.96
1,BMW,1,25422,101125.15
6,Toyota,3,36714,18729.56
5,BMW,3,19938,38034.57
7,Toyota,2,67540,15640.87
1,Toyota,2,63571,22223.18
4,BMW,2,19579,9055.65
7,Ford,2,63965,1427.99
8,Ford,1,92827,1413.66
6,Toyota,1,36901,29054.50
8,BMW,3,98303,6942.87
2,Toyota,1,36300,34668.18
3,Ford,1,61724,6673.88
5,Ford,3,53425,7169.30
5,BMW,1,1737,81258.34
10,Ford,2,40979,4354.85
9,BMW,2,12249,6399.81
1,Ford,2,80739,5949.51
3,Ford,2,31625,16645.02
3,Ford,1,32943,9560.47
2,Ford,2,43879,12287.26
1,Toyota,3,41692,26290.79
9,BMW,2,5718,16156.61
3,BMW,3,60728,32840.69
6,BMW,1,18150,163129.15
7,BMW,3,72200,2010.86
4,BMW,3,32632,57531.87
1,Toyota,3,5260,75110.06
8,Toyota,3,53888,8215.59
6,Ford,2,97563,6185.17
4,Ford,2,17609,6999.71
10,Toyota,3,16281,11068.42
3,BMW,2,16773,28323.32
10,Ford,2,19458,12760.51
10,Ford,1,95786,2810.65
5,Ford,2,39389,20217.17
10,Ford,2,92505,1335.73
6,Toyota,1,50110,6129.62
1,Toyota,2,68273,38288.10
7,Toyota,2,32683,17546.42
2,Toyota,3,43929,58986.55
1,BMW,1,41404,29884.80
9,Ford,1,70593,2647.49
4,Toyota,3,80450,4775.96
7,BMW,1,78293,11188.23
1,BMW,3,7574,35495.07
8,BMW,2,2206,24127.46
3,Ford,3,90764,1246.58
7,BMW,1,42023,27962.07
1,Toyota,2,26470,19171.72
5,BMW,1,62504,42236.24
6,Toyota,3,13392,13321.88
9,Ford,2,97018,1531.71
1,Toyota,3,24802,80717.71
4,Toyota,2,34765,30478.90
9,Ford,2,55335,2330.68
7,Ford,2,72180,1301.38
1,Ford,2,64710,13501.90
10,Toyota,1,39424,8445.48
2,Ford,3,32805,1503.80
10,Ford,1,97041,3174.04
9,Ford,2,62818,3630.34
10,Ford,2,43442,1338.65
1,Ford,2,20982,28876.82
5,Toyota,3,2656,4049.12
2,Ford,3,98492,5422.92
6,Ford,2,13971,6839.06
8,BMW,1,34010,22556.57
7,Toyota,3,37948,7349.56
1,Toyota,1,74097,48109.85
6,Ford,2,76247,2821.61
7,Ford,2,85533,4303.22
5,Ford,3,93455,3290.24
9,Ford,1,95344,2259.90
10,Toyota,2,23900,15359.20
1,Ford,2,4193,34905.60
3,Toyota,1,32154,26626.56
8,BMW,1,89636,49306.79
7,Ford,2,43924,6910.08
8,BMW,2,9870,20618.80
4,Toyota,3,50369,9291.97
1,Ford,2,87256,8163.41
8,BMW,1,31396,76157.20
6,Toyota,3,68580,9471.52
1,BMW,2,90443,6282.74
2,Toyota,1,76667,125408.81
2,Toyota,2,51232,18962.13
5,Ford,1,88312,12551.98
5,Toyota,2,54354,11176.52
5,Toyota,2,30093,16693.42
9,BMW,2,24121,106056.45
10,Toyota,2,97623,11806.96
1,Toyota,2,70162,9885.42
5,BMW,2,21908,22396.25
2,Toyota,2,42702,16880.30
7,Ford,1,43769,6662.06
6,Toyota,2,71746,5069.29
2,BMW,3,77306,73934.68
4,Toyota,2,13700,36157.52
5,Toyota,2,46168,6609.98
9,Toyota,1,17409,13477.02
2,Ford,3,20279,13975.89
3,Ford,3,47459,3949.94
10,BMW,2,93458,3166.76
9,Ford,3,66092,1965.44
7,BMW,1,46389,109115.73
1,Toyota,3,61842,18628.83
5,Ford,1,87044,16837.91
1,BMW,1,56758,61724.31
7,Toyota,2,78485,4576.43
3,Ford,3,45116,3160.94
10,Toyota,2,71746,8443.88
10,Toyota,2,46754,6888.38
2,Ford,2,22867,26697.62
10,Ford,3,28537,5607.26
2,Ford,3,35472,8243.27
9,Ford,3,88217,954.34
4,Toyota,2,36873,2712.05
8,Ford,2,74703,1544.91
9,BMW,1,62804,54065.04
9,Ford,1,3445,3878.86
4,Ford,2,98624,1702.80
4,Ford,3,80665,9054.57
6,Toyota,2,44431,13185.14
5,Ford,3,29122,5152.23
8,BMW,2,51009,31868.37
2,Ford,1,13640,7421.35
10,Ford,2,54272,2066.63
7,Toyota,2,91208,3717.92
4,Toyota,2,78233,40069.17
9,Ford,2,10967,2067.15
7,BMW,2,98817,7222.81
2,BMW,3,56864,26733.94
1,Ford,2,89991,4400.76
4,Ford,2,37265,10629.04
2,Ford,2,54415,10479.83
4,Toyota,2,51062,8310.32
2,Ford,1,35869,23419.20
4,BMW,1,88011,22972.51
5,Ford,2,11950,5528.95
9,BMW,2,31016,29927.91
10,Ford,2,20646,14321.51
3,Ford,1,28990,4753.50
2,Ford,2,34857,5774.68
4,Toyota,2,21752,29696.89
7,Ford,2,16078,8397.57
9,Ford,3,4647,3732.41
3,Toyota,2,53637,29971.17
7,Toyota,2,91968,30383.38
8,BMW,2,70051,3952.15
5,Toyota,2,73904,1481.61
9,BMW,3,39499,32149.68
6,Ford,3,13856,8516.50
10,Ford,2,2133,10954.30
2,Toyota,1,57051,26664.17
9,BMW,2,15371,7870.50
3,BMW,2,49810,66851.14
6,BMW,2,56279,8706.60
6,Ford,2,26982,4199.40
6,BMW,3,87969,15278.15
4,Ford,1,10750,6964.25
3,Toyota,2,56822,2758.52
10,Ford,2,33588,2494.58
9,Ford,1,72582,18357.10
2,Ford,3,87361,9649.37
9,Ford,2,14363,13375.53
9,Ford,2,71933,1104.32
4,Ford,2,8682,17888.29
3,Ford,2,27908,34061.32
4,Ford,2,71939,2013.75
5,BMW,3,76534,18468.85
10,Toyota,2,67077,8493.55
3,Toyota,2,22886,38881.00
9,Ford,2,41002,1400.24
3,BMW,1,91448,19922.85
10,BMW,2,20200,19402.01
7,Ford,1,35885,5665.54
5,Toyota,1,93695,7198.96
10,Ford,1,17806,3840.01
7,Toyota,1,11843,9130.66
6,BMW,2,3751,20114.45
5,Toyota,2,90707,11282.49
5,BMW,3,52658,54975.55
10,Ford,2,11601,6648.01
8,Ford,1,41815,5632.22
8,Toyota,1,74270,15127.18
2,Ford,2,62544,3438.26
5,Ford,1,55314,4335.40
2,Ford,2,2628,28127.63
4,Toyota,1,50377,4810.76
5,Ford,3,70649,3597.26
10,Ford,2,48308,3979.66
3,Ford,3,39707,8622.12
9,Toyota,2,46479,13444.91
6,BMW,3,9313,59822.69
4,Ford,3,91779,7387.90
10,BMW,2,40154,28293.35
6,Toyota,1,97795,9801.94
6,BMW,3,49089,9036.20
2,Ford,1,32115,32457.70
1,Ford,2,12237,8834.36
9,BMW,2,37727,22094.64
9,Toyota,1,31857,12601.22
9,Ford,2,41069,3475.85
9,Ford,1,7408,8033.07
6,Toyota,2,27034,15453.32
5,Toyota,3,1343,24533.77
4,BMW,1,33563,32064.28
6,Ford,3,61724,35798.64
5,Ford,1,3862,2141.28
8,BMW,3,71540,3637.13
6,Toyota,3,70928,8132.78
6,Toyota,2,87537,14493.70
9,Ford,2,51459,7838.05
6,Toyota,1,71763,7622.77
5,BMW,2,95590,12743.60
7,BMW,1,51540,12024.18
4,Ford,1,56506,4859.35
7,BMW,2,91773,6436.38
4,BMW,1,77160,18347.06
4,BMW,2,49037,7899.23
7,Toyota,3,14319,23375.80
3,Ford,2,91080,7595.78
5,Ford,2,75152,5390.05
6,Ford,3,78043,5989.23
9,Ford,2,50159,2560.70
3,BMW,2,4758,38782.85
6,Ford,3,57994,20004.17
7,BMW,1,53043,35093.82
6,Ford,3,30194,16024.60
4,Ford,2,88380,6447.73
4,Ford,1,14970,30501.26
2,Ford,2,68984,10028.19
7,Ford,2,36457,10171.12
6,Ford,2,94813,1083.62
9,Ford,3,13180,21295.52
3,BMW,3,67596,18099.04
9,Toyota,1,93205,7589.38
8,Ford,2,53262,2920.34
3,Ford,1,61827,9413.20
4,BMW,2,42525,50644.16
7,Ford,2,98124,2611.08
5,BMW,2,90417,8111.11
8,BMW,2,17093,4686.70
2,Ford,2,87675,6734.98
4,Toyota,3,29165,40530.42
10,BMW,2,26178,26368.07
7,Ford,3,54961,15114.24
2,Ford,1,3950,11005.60
1,Toyota,1,18765,47329.70
7,Ford,2,59652,1697.93
3,Ford,3,99380,17033.29
6,BMW,3,2688,53356.95
2,BMW,2,83318,26492.58
8,Ford,2,53119,4180.55
7,BMW,3,33153,20063.25
8,Ford,3,72398,2647.97
8,Ford,2,31976,10693.28
2,Toyota,2,51408,48265.57
8,BMW,3,95006,2899.31
6,BMW,2,54295,53207.39
10,Ford,1,15274,53101.06
2,Ford,2,69762,4080.78
1,BMW,2,64009,13520.08
8,Ford,3,5397,5198.74
2,BMW,2,99657,8539.66
8,BMW,3,35579,20767.82
4,Toyota,1,24874,55443.33
5,Ford,3,79501,1889.20
7,Toyota,1,43695,4485.07
8,Ford,2,46581,1976.37
1,Ford,1,44889,10653.18
3,Ford,2,1233,3829.51
5,BMW,3,47608,12509.61
6,Ford,1,72747,6270.90
8,Toyota,2,67234,3488.38
7,Ford,1,4183,57424.57
1,Toyota,1,92362,44657.41
10,Ford,2,63350,3710.07
8,Ford,2,92750,987.41
7,Ford,2,44513,4444.28
2,Ford,3,84906,3533.29
5,Toyota,2,51437,4939.86
1,Ford,3,92172,4141.49
6,BMW,1,10921,35671.75
3,Ford,2,72716,4550.11
8,Ford,2,22369,6176.28
9,BMW,2,52664,11811.48
5,Ford,1,22976,32595.81
4,BMW,3,6438,43939.74
2,BMW,2,91229,12362.71
6,Ford,2,89220,3859.51
1,Toyota,2,11948,17563.88
9,Toyota,1,72471,11726.79
5,Toyota,3,72570,29886.88
1,Ford,2,3625,19318.64
9,Toyota,2,61195,4116.82
9,Ford,2,46332,3494.71
9,Ford,2,930,3170.22
5,Toyota,3,41169,14573.30
5,Toyota,3,91004,9188.48
2,Ford,2,93790,4860.49
6,BMW,3,37805,9109.73
10,Ford,3,65930,3612.30
7,BMW,3,86574,66311.30
5,Ford,2,65945,2129.34
8,Toyota,1,33648,67221.17
8,Ford,2,48142,6437.90
6,Toyota,3,44015,6116.03
1,Ford,2,24381,2990.07
7,Ford,2,75808,5726.06
5,Ford,2,65101,7580.94
4,Toyota,2,12583,8333.76
8,Toyota,1,38643,12974.85
8,Ford,1,55585,6303.16
2,Ford,1,77950,1824.31
2,Toyota,3,44559,8767.55
3,Ford,2,63000,14100.44
6,BMW,1,28637,59038.21
10,Ford,1,65307,10441.33
1,Ford,3,39924,1641.60
3,Ford,3,27595,11272.02
3,Toyota,3,54021,35643.62
3,BMW,2,14176,121311.70
1,Toyota,2,22664,46759.88
4,Ford,2,82774,11189.02
1,BMW,1,63526,39700.72
3,Ford,2,21643,3086.52
7,Toyota,3,47657,36863.57
1,Toyota,3,94754,7874.61
2,Ford,2,40560,9457.97
9,Ford,2,45751,1552.41
1,Toyota,2,91989,4135.73
2,Ford,2,41087,2776.47
4,BMW,1,41295,70649.73
2,Toyota,3,14068,12461.76
6,BMW,2,63311,19896.41
1,BMW,2,58904,35373.20
2,Ford,3,13083,4843.07
5,Ford,3,55259,3760.91
8,Toyota,3,53389,14694.15
9,Toyota,1,20615,163686.37
5,Ford,2,74172,4351.20
6,Ford,2,72828,2834.05
1,Toyota,3,57029,14312.05
3,BMW,2,59573,21025.60
7,Toyota,1,14075,36064.12
7,Ford,2,45793,6156.66
3,Toyota,2,56396,19743.24
8,Toyota,1,3019,32923.16
3,Ford,1,16220,16141.06
8,Toyota,2,11659,8053.54
10,Toyota,3,58386,3592.55
6,Ford,2,43786,7346.46
4,BMW,1,26003,20470.74
7,Ford,2,84891,3694.80
6,BMW,2,8206,40233.21
8,Ford,1,99715,21764.08
6,BMW,3,46619,6938.71
7,BMW,1,92553,39776.17
2,Ford,2,71969,5980.41
8,Toyota,1,78417,14666.18
2,Ford,3,13519,3227.52
5,Toyota,3,53352,9050.03
7,Ford,3,18773,2549.28
1,Toyota,2,89795,14877.20
6,Toyota,2,7420,15432.39
8,Ford,1,83071,2573.86
8,Ford,2,19399,3182.77
6,Ford,2,34004,7346.90
1,BMW,2,12542,115234.55
3,Ford,2,79747,5859.78
4,Toyota,1,31266,9937.48
4,Ford,2,60526,4281.91
8,Ford,2,69923,2828.01
8,Ford,3,47879,3706.30
1,Ford,3,82789,12183.58
5,Ford,3,22837,5486.93
6,Ford,2,11722,8851.47
9,Toyota,2,93191,4029.27
4,BMW,2,76837,27048.04
1,Ford,2,13335,11191.98
4,Ford,3,31676,6839.45
7,Toyota,1,90209,15186.80
7,Ford,1,39350,16103.64
10,Ford,2,62673,3611.95
6,Ford,3,90009,3904.40
9,Toyota,1,57453,6323.15
9,Toyota,3,83512,13908.25
1,Toyota,1,86628,18491.52
7,BMW,1,66070,7478.86
5,Toyota,1,34076,20206.89
2,Ford,2,13407,9734.39
5,Toyota,2,23621,17912.49
9,Ford,3,66758,1827.58
5,Ford,2,81642,3317.42
4,Ford,2,36840,1946.69
2,Toyota,1,87074,8313.58
9,Toyota,2,55574,31660.55
9,BMW,1,89085,36862.25
1,Ford,1,37286,33663.52
3,BMW,2,18945,20236.00
5,Ford,2,88008,4656.82
2,Ford,2,70545,23416.52
5,Toyota,3,79062,4387.64
6,Toyota,2,14223,4721.96
4,Toyota,3,10960,57596.81
10,Toyota,2,79872,5549.66
8,Ford,1,23369,13014.44
7,BMW,1,62428,44879.16
1,Toyota,2,83630,12887.09
7,Toyota,2,19525,95612.68
10,BMW,3,3739,33166.02
8,Ford,3,46973,5431.05
7,BMW,2,98192,22402.83
9,Toyota,1,17802,5795.85
1,Toyota,1,87690,55356.76
6,Ford,3,33948,5833.18
2,Ford,2,83508,11989.83
10,Toyota,1,49394,42141.41
2,Ford,2,19268,8408.57
8,Ford,1,85262,4160.41
10,Toyota,2,63585,3178.27
8,BMW,3,64510,7275.73
10,Ford,2,66462,1333.24
9,BMW,2,12651,12190.61
2,Toyota,1,88466,21084.60
8,BMW,3,52435,17944.36
2,Toyota,1,58871,57069.56
4,Ford,3,77793,5340.29
3,Toyota,2,41878,38395.51
1,Ford,2,54583,10415.18
4,Ford,3,6526,24757.03
7,Ford,3,77209,4515.13
2,Ford,3,2871,9547.70
6,Ford,1,7669,8315.49
1,Ford,2,61414,7348.91
8,BMW,1,90781,7283.94
10,Ford,2,53123,1123.50
7,BMW,2,70291,4480.88
8,Ford,2,24995,6129.47
8,Ford,2,72382,2913.47
2,BMW,2,82917,34266.93
5,Ford,1,19237,6712.97
2,Toyota,3,22410,29320.89
4,Ford,2,86436,1913.42
6,Toyota,1,46571,19807.05
2,Ford,2,62580,6695.82
5,Ford,2,4104,24593.29
6,Toyota,3,9588,10260.73
4,Ford,3,55307,8968.41
8,BMW,2,18833,9451.52
1,Ford,2,97946,2612.68
4,Toyota,1,79393,10487.88
3,BMW,1,58854,9285.94
10,Toyota,3,56657,24062.77
8,Toyota,2,78637,6954.23
4,BMW,2,37850,16345.01
9,BMW,2,60745,6164.75
9,Ford,2,62089,5624.19
4,Toyota,1,84824,76777.67
3,Ford,3,5761,23227.24
4,Ford,3,34454,7572.91
2,Ford,2,22253,9974.22
8,Ford,3,742,9797.94
7,Toyota,1,66158,33104.57
10,Ford,1,62802,2539.88
7,Ford,1,15005,11147.47
1,Ford,1,91160,17477.93
6,BMW,2,71759,12420.63
5,BMW,1,44973,41029.25
4,BMW,3,77263,5314.45
4,Ford,2,31480,15099.95
6,Toyota,1,47992,11008.76
10,Ford,1,26161,5187.83
8,Ford,2,82595,1615.18
1,Ford,3,33755,5116.48
2,Ford,3,21327,4019.05
9,Ford,2,36506,3955.78
8,Toyota,2,46110,16827.94
4,BMW,2,97711,10651.91
5,Ford,3,39162,7475.43
4,Ford,3,74020,4764.49
4,Ford,2,66106,1959.57
9,Ford,1,96820,2573.52
3,Toyota,3,59132,35317.15
2,Ford,2,7759,4832.84
3,Ford,2,62288,10279.52
3,BMW,3,4536,16699.12
6,Ford,2,63377,986.96
1,BMW,1,60386,24747.84
9,BMW,2,21840,4648.31
2,Ford,3,68818,3704.47
3,Ford,2,81177,5677.03
3,Ford,1,73191,11831.56
4,Toyota,1,9845,89253.11
8,BMW,2,94006,4734.35
3,BMW,2,75005,34684.74
4,Toyota,2,70778,24848.14
5,BMW,3,7737,35430.47
8,Toyota,1,2276,64743.44
2,Ford,1,83410,19433.06
5,Ford,2,64832,10040.39
6,Ford,2,33851,9213.80
8,Ford,2,92888,2758.64
9,Toyota,3,18284,7736.94
9,Toyota,3,92152,4690.21
8,BMW,3,5783,127250.72
10,Ford,1,11965,4538.94
7,Ford,1,13868,5664.25
7,BMW,1,91142,6470.92
9,Ford,2,764,6031.92
3,Ford,2,10905,15897.73
4,Toyota,1,77024,53219.64
7,Ford,2,57997,1125.02
9,Ford,2,61852,12057.11
4,Ford,3,80197,2351.16
1,Toyota,3,1166,24486.92
3,BMW,3,39335,18656.08
8,BMW,2,4724,11836.51
5,Ford,1,26287,14784.42
2,Toyota,1,45011,7476.26
2,Ford,3,69262,4908.63
9,Ford,2,34002,1591.65
10,Ford,2,4279,3383.54
10,Toyota,2,86676,6417.86
3,Ford,3,36849,2568.51
6,BMW,3,6583,20124.43
4,BMW,3,97857,31079.10
4,Ford,1,4775,7818.35
8,Toyota,1,38985,20035.95
3,BMW,2,31581,63837.17
3,Ford,2,32005,10308.50
3,Toyota,2,11308,35809.18
7,Toyota,2,11206,26564.20
5,Toyota,3,44500,8788.86
10,Ford,1,78214,8898.48
4,Ford,3,87474,10904.13
6,Ford,3,65643,2491.68
9,Ford,1,25515,12507.80
9,Toyota,2,67909,6686.10
9,Toyota,3,35140,4250.80
8,BMW,2,31452,33497.01
9,BMW,1,30950,24886.07
6,Toyota,2,37435,7608.14
10,Ford,2,64322,4799.70
9,Toyota,3,7023,2645.06
5,Toyota,1,59569,67744.95
10,Toyota,3,5814,6864.19
6,Ford,1,60535,8509.74
4,Ford,1,37622,19320.70
7,Ford,1,6341,16170.72
8,BMW,2,44225,4665.81
3,Toyota,2,40560,37069.63
1,Ford,2,23870,42095.69
3,Ford,2,92124,1229.98
7,Toyota,1,71510,14689.07
6,Toyota,3,10991,20253.94
9,Ford,1,81342,6672.37
4,Toyota,2,10649,22648.66
4,BMW,3,15604,14111.47
1,BMW,2,81716,12848.95
10,Ford,2,91230,461.79
10,BMW,2,56934,15067.93
10,Ford,1,15813,9229.97
8,BMW,2,16948,25809.11
6,Ford,2,97429,4872.10
1,Toyota,2,55622,14736.00
7,Ford,1,62313,1852.79
5,Ford,2,8243,34092.61
4,BMW,2,30362,36115.98
2,Ford,3,9463,7441.98
9,Ford,2,89889,4086.94
3,Ford,1,60342,7279.02
1,Ford,3,44257,5551.14
9,BMW,2,13363,57696.74
2,Ford,2,74869,3320.92
4,Ford,1,75076,3697.79
8,Ford,2,67812,1716.09
1,BMW,2,53346,51284.80
6,Ford,2,71226,4664.37
6,Ford,3,5635,7777.49
3,Ford,2,16994,12404.37
7,BMW,2,17529,49229.69
1,Ford,3,11190,12017.71
9,BMW,1,94353,27339.79
3,Ford,2,2584,37499.13
4,BMW,2,92583,25691.16
2,Ford,3,7513,3049.53
10,Ford,3,79147,4943.35
5,Toyota,2,4632,10781.48
4,Toyota,1,35224,9227.78
1,Toyota,1,39954,139993.13
5,Ford,1,76269,4572.61
4,BMW,1,77312,32954.33
4,Ford,3,70149,8189.71
3,BMW,2,59545,16875.31
9,Toyota,2,77232,6914.91
10,Ford,2,72000,4758.80
5,Ford,1,1000,8256.51
3,Toyota,1,41290,24628.10
6,Ford,2,18098,10454.77
7,Ford,2,51360,2579.00
9,BMW,3,58569,5506.42
4,BMW,2,4346,53163.01
8,Ford,3,2754,6128.93
10,Toyota,2,623,59259.82
7,BMW,2,46824,27031.58
9,BMW,2,39903,34114.44
5,Toyota,3,50941,8116.29
10,Ford,2,97732,3106.85
5,Ford,3,4031,17251.08
10,Ford,2,82993,2933.54
2,Ford,2,4581,29700.74
5,Ford,2,26386,8393.16
3,Ford,2,4495,8696.44
9,Toyota,3,69857,2643.18
4,BMW,2,92302,133168.83
2,Ford,2,54595,3244.66
3,Ford,3,60378,4307.71
5,BMW,2,42667,17530.34
4,Toyota,3,34461,22471.89
1,BMW,1,29108,78843.94
1,BMW,2,22874,141149.88
2,Ford,2,67752,9856.11
6,Toyota,1,12771,34268.88
6,Toyota,3,67771,7195.50
2,Ford,1,41929,6908.37
10,Ford,1,80124,2445.72
5,BMW,3,25471,86290.01
5,BMW,2,59194,31863.28
6,Ford,2,1720,2005.95
6,Ford,1,45170,3823.81
10,BMW,2,37634,10249.69
1,Toyota,2,34618,24851.17
1,Ford,2,89625,11782.54
3,BMW,1,7920,45120.85
10,Ford,2,95884,2349.19
